name,neighborhood,avg_rating,#_of_ratings,avg_cost,avg_cost_2,cash_cards?,variable,value
Armar Café,Cascais Centro,3.0,6,8 € for two people (approx.),8,Cash only,type1,Pastry Shop
A Boutique dos Cafés,Olivais,3.2,0,8 € for two people (approx.),8,Cash only,type1,Pastry Shop
Pastelaria Tentação,Rossio,3.7,20,20 € for two people (approx.),20,Cash and Debit Cards accepted,type1,Quick Bites
Honório,Venteira,-,1,15 € for two people (approx.),15,Cash and Cards accepted,type1,Quick Bites
Grão a Grão,Olivais,3.1,5,5 € for two people (approx.),5,Cash and Debit Cards accepted,type1,Snack Bar
Delhi Darbar,Alvalade,3.6,16,30 € for two people (approx.),30,Cash and Debit Cards accepted,type1,Casual Dining
Cervejaria O Prego,Cacém,2.9,3,10 € for two people (approx.),10,Cash only,type1,Snack Bar
La Parrilla,Parque das Nações,3.8,92,20 € for two people (approx.),20,Cash and Cards accepted,type1,Food Court
Serneves,Massamá,3.7,31,30 € for two people (approx.),30,Cash and Debit Cards accepted,type1,Casual Dining
My-Oh-My,Marquês de Pombal,-,0,50 € for two people (approx.),50,Cash and Cards accepted,type1,Tea Room
Atlântiko,Alfama,-,1,30 € for two people (approx.),30,Cash only,type1,Casual Dining
Grão de Areia,Santa Cruz,3.8,53,16 € for two people (approx.),16,Cash and Cards accepted,type1,Shack
Maria Papaia,Benfica,3.6,16,15 € for two people (approx.),15,Cash and Debit Cards accepted,type1,Kiosk
Boa Sorte,Olivais,4.0,88,20 € for two people (approx.),20,Cash and Cards accepted,type1,Casual Dining
O Escondidinho da Travessa,Campo de Ourique,-,1,20 € for two people (approx.),20,Cash and Debit Cards accepted,type1,Casual Dining
Cheirinho - Cascais Kitchen,Alcabideche,-,1,15 € for two people (approx.),15,Cash and Debit Cards accepted,type1,Food Court
Pastelaria Biscoito,Casal de Cambra,-,0,8 € for two people (approx.),8,Cash and Debit Cards accepted,type1,Bakery
Sushissimo,Cascais Centro,4.0,198,40 € for two people (approx.),40,Cash and Cards accepted,type1,Casual Dining
O Pisco,Venteira,-,0,10 € for two people (approx.),10,Cash only,type1,Snack Bar
Contraste,Massamá,3.9,71,12 € for two people (approx.) with alcohol,12,Cash only,type1,Bar
A Da Sogra,Cascais Centro,-,0,25 € for two people (approx.),25,Cash only,type1,Casual Dining
Doló Casa de Chá,Lapa-Estrela,-,2,20 € for two people (approx.),20,Cash and Debit Cards accepted,type1,Tea Room
Armazém 20.18,Cais do Sodré,3.8,23,20 € for two people (approx.) with alcohol,20,Cash and Cards accepted,type1,Bar
Signo Aquarius,Alfragide,2.9,24,12 € for two people (approx.),12,Cash and Debit Cards accepted,type1,Pastry Shop
Kebabish,Sintra Centro,3.7,29,15 € for two people (approx.),15,Cash and Debit Cards accepted,type1,Quick Bites
Café O Túnel,Buraca,-,0,15 € for two people (approx.),15,Cash only,type1,Snack Bar
Britus Café,Alvalade,3.1,4,15 € for two people (approx.),15,Cash only,type1,Snack Bar
Restaurante Sashimi,Torres Vedras Centro,3.7,52,25 € for two people (approx.),25,Cash only,type1,Casual Dining
Pomar de Alvalade,Alvalade,4.0,215,30 € for two people (approx.),30,Cash and Cards accepted,type1,Casual Dining
"Montejo, do Campo ao Mar",Montijo Centro,-,2,25 € for two people (approx.),25,Cash only,type1,Casual Dining
Lebanese Corner,Rato,4.2,176,20 € for two people (approx.),20,Cash and Debit Cards accepted,type1,Casual Dining
70 80 CAFETARIA,Odivelas Centro,-,0,20 € for two people (approx.),20,Cash only,type1,Casual Dining
Casanova,Santa Apolónia,4.5,"3,750",30 € for two people (approx.),30,Cash and Cards accepted,type1,Casual Dining
Churrasqueira São Domingos,São Domingos de Rana,3.6,51,20 € for two people (approx.),20,Cash and Debit Cards accepted,type1,Casual Dining
Eleven's Coffee Bar,Setubal Centro,-,1,20 € for two people (approx.) with alcohol,20,Cash only,type1,Bar
O Veleiro,Santa Cruz,3.3,5,8 € for two people (approx.),8,Cash only,type1,Snack Bar
Gregório,Sintra Centro,4.0,58,8 € for two people (approx.),8,Debit Cards accepted,type1,Pastry Shop
Grelha de Famões,Famões,-,0,8 € for two people (approx.),8,Cash only,type1,Snack Bar
Delhi Darbar,Cacilhas,3.8,76,30 € for two people (approx.),30,Cash and Cards accepted,type1,Casual Dining
Mr. Halal,Odivelas Centro,3.6,32,15 € for two people (approx.),15,Cash and Debit Cards accepted,type1,Quick Bites
Oito Nove,Bairro Alto,4.2,143,25 € for two people (approx.),25,Cards only,type1,Casual Dining
Miami,Santo António dos Cavaleiros,-,2,8 € for two people (approx.),8,Cash only,type1,Quick Bites
Mar Até Cá - Restaurante,Cajados,3.8,34,25 € for two people (approx.),25,Cash and Cards accepted,type1,Casual Dining
Green House,Campolide,3.8,17,20 € for two people (approx.),20,Cash only,type1,Quick Bites
Cafetaria da Associação Naval de Lisboa,Belém,3.5,5,8 € for two people (approx.),8,Cash and Cards accepted,type1,Snack Bar
Café Coxinha,Entrecampos,-,0,8 € for two people (approx.),8,Cash only,type1,Snack Bar
11 Tapas - Restaurante & Cocktails Wine Bar,Bairro Alto,4.0,53,30 € for two people (approx.) with alcohol,30,Cash and Debit Cards accepted,type1,Wine Bar
5 Sentidos,Pinhal Novo,3.3,5,25 € for two people (approx.),25,Cash and Credit Cards accepted,type1,Casual Dining
Sabotage Club,Cais do Sodré,3.7,44,15 € for two people (approx.) with alcohol,15,Cash and Debit Cards accepted,type1,Bar
Pantagruelas,Benfica,-,1,10 € for two people (approx.),10,Cash only,type1,Snack Bar
Pedaços De Sabor,Almada Centro,-,1,6 € for two people (approx.),6,Cash only,type1,Pastry Shop
Villa Maçã - Restaurante,Colares,2.8,64,30 € for two people (approx.),30,Debit Cards accepted,type1,Casual Dining
A Pataca,Marquês de Pombal,3.3,2,6 € for two people (approx.),6,Cash only,type1,Snack Bar
Terraço do Marquês,Marquês de Pombal,3.8,137,40 € for two people (approx.),40,Cash and Cards accepted,type1,Casual Dining
Sem Espinhas,Setubal Centro,3.4,5,30 € for two people (approx.),30,Cash only,type1,Casual Dining
Royale Café,Chiado,4.2,694,40 € for two people (approx.),40,Cash and Cards accepted,type1,Casual Dining
Sabella Café,Marquês de Pombal,3.4,6,25 € for two people (approx.),25,Cash only,type1,Casual Dining
Pastelaria Sol,Campo de Ourique,3.0,0,6 € for two people (approx.),6,Cash only,type1,Snack Bar
Serra & Mar,Colares,-,1,15 € for two people (approx.),15,Cash only,type1,Snack Bar
Snack-Bar Berlenga,Prior Velho,3.4,4,6 € for two people (approx.),6,Cash only,type1,Snack Bar
Casa Rodrigues,Ericeira,3.6,7,25 € for two people (approx.),25,Cash and Cards accepted,type1,Casual Dining
Peixe Azul,Olivais,3.9,47,25 € for two people (approx.),25,Cash and Debit Cards accepted,type1,Casual Dining
Cozinha do Mar,Estoril,3.6,14,50 € for two people (approx.),50,Cash and Cards accepted,type1,Casual Dining
Copo Fino,Venteira,-,1,12 € for two people (approx.) with alcohol,12,Cash and Debit Cards accepted,type1,Bar
O Zêzere,São Domingos de Benfica,3.4,30,20 € for two people (approx.),20,Cash and Cards accepted,type1,Pastry Shop
Panificadora do Areeiro,Alvalade,2.8,37,5 € for two people (approx.),5,Cash and Debit Cards accepted,type1,Bakery
Churrasqueira da Venda Nova,Venda Nova,3.6,20,25 € for two people (approx.),25,Cash and Debit Cards accepted,type1,Casual Dining
Astória Bar,Marquês de Pombal,3.6,9,16 € for two people (approx.) with alcohol,16,Cash and Cards accepted,type1,Bar
Guarani,Santo António dos Cavaleiros,-,0,8 € for two people (approx.),8,Cash only,type1,Snack Bar
Oxente,Arroios,3.3,1,15 € for two people (approx.),15,Cash only,type1,Snack Bar
Coffee and Bread,Alfragide,4.0,78,15 € for two people (approx.),15,Cash and Debit Cards accepted,type1,Quick Bites
Dom Pipas,Sintra Centro,4.0,98,35 € for two people (approx.),35,Cash and Cards accepted,type1,Casual Dining
O Cantinho D' Avó,Rio de Mouro,3.3,10,20 € for two people (approx.),20,Cash and Cards accepted,type1,Casual Dining
Churrasqueira Vivaldi,São João da Talha,3.4,13,20 € for two people (approx.),20,Cash and Debit Cards accepted,type1,Casual Dining
O Recanto,Arroios,3.2,2,12 € for two people (approx.),12,Cash and Debit Cards accepted,type1,Snack Bar
Saisa,Oeiras e São Julião da Barra,3.7,45,45 € for two people (approx.),45,Cash and Cards accepted,type1,Casual Dining
Cervejaria O Preguinho,Massamá,2.8,25,30 € for two people (approx.),30,Cash and Cards accepted,type1,Casual Dining
Pitéus,Parque das Nações,3.6,93,25 € for two people (approx.),25,Cash and Debit Cards accepted,type1,Casual Dining
Mascote da Atalaia,Bairro Alto,4.0,44,40 € for two people (approx.),40,Cash and Cards accepted,type1,Casual Dining
Barcabela,Mouraria,3.7,46,35 € for two people (approx.),35,Cards only,type1,Casual Dining
S.João Sunset Club,Costa da Caparica,3.5,19,30 € for two people (approx.) with alcohol,30,Cards only,type1,Bar
Taberna Económica de Cascais,Cascais Centro,3.6,26,22 € for two people (approx.),22,Cash and Cards accepted,type1,Casual Dining
Musa da Bica,Bica,4.3,68,22 € for two people (approx.) with alcohol,22,Cash and Cards accepted,type1,Bar
Side Bar,Bairro Alto,-,1,15 € for two people (approx.) with alcohol,15,Cash only,type1,Bar
Coral,São Domingos de Benfica,3.3,17,20 € for two people (approx.),20,Cash and Debit Cards accepted,type1,Casual Dining
Ver Belém,Belém,3.5,42,35 € for two people (approx.),35,Cash and Cards accepted,type1,Casual Dining
Nadi,Póvoa de Santo Adrião,-,2,8 € for two people (approx.),8,Cash only,type1,Snack Bar
Pau de Canela Massamá,Massamá,-,1,16 € for two people (approx.),16,Cash and Debit Cards accepted,type1,Casual Dining
Magic Pool Bar,Campo Pequeno,3.9,122,10 € for two people (approx.) with alcohol,10,Cash and Debit Cards accepted,type1,Bar
Churrasqueira dos Pombais,Odivelas Centro,3.5,11,15 € for two people (approx.),15,Cash only,type1,
Mil Sabores,Póvoa de Santo Adrião,3.6,10,6 € for two people (approx.),6,Cash only,type1,Ice-cream Shop
Amor aos Pedaços,Campo de Ourique,-,3,8 € for two people (approx.),8,Cash and Debit Cards accepted,type1,Pastry Shop
Boca Santa,Santa Cruz,3.9,90,20 € for two people (approx.),20,Cash and Cards accepted,type1,Casual Dining
Mais Café,Loures Centro,-,1,8 € for two people (approx.),8,Cash only,type1,Kiosk
Café Naval,Almada Centro,-,2,6 € for two people (approx.),6,Cash only,type1,Snack Bar
Pastelaria Riti,Campo Pequeno,2.9,8,10 € for two people (approx.),10,Cash only,type1,Snack Bar
Casinha Amarela,Alvalade,2.9,5,10 € for two people (approx.),10,Cash only,type1,Snack Bar
Clara Jardim Restaurante,Pena,3.8,34,60 € for two people (approx.),60,Cash and Cards accepted,type1,Fine Dining
Tropical,Póvoa de Santa Iria,-,1,6 € for two people (approx.),6,Cash only,type1,Snack Bar
Ponto Verde,Alcabideche,3.9,89,50 € for two people (approx.),50,"Cash, Cards and Meal Coupons accepted",type1,Casual Dining
A Casinha do Pão - Colombo,Benfica,3.8,46,6 € for two people (approx.),6,Debit Cards accepted,type1,Food Court
O Cais,Cacilhas,3.7,44,30 € for two people (approx.),30,Cash and Cards accepted,type1,Casual Dining
A Chica do Rina,Barreiro Centro,3.4,9,25 € for two people (approx.),25,Cash and Debit Cards accepted,type1,Casual Dining
Restaurante Avenida 6A,Marquês de Pombal,-,0,40 € for two people (approx.),40,Cash only,type1,Casual Dining
Tô Na Costa,Costa da Caparica,-,2,6 € for two people (approx.),6,Cash only,type1,Kiosk
O Velho e o Mar,Sesimbra Centro,4.2,293,35 € for two people (approx.),35,Cash and Cards accepted,type1,Casual Dining
O Cantinho do Alentejano,Algés,3.5,6,10 € for two people (approx.),10,Cash only,type1,Snack Bar
Croissanteria Tradicional,Benfica,-,2,6 € for two people (approx.),6,Cash only,type1,Pastry Shop
Fábrica de Tortas Azeitonense,Coina,3.5,10,6 € for two people (approx.),6,Cash only,type1,Dessert Parlor
Pizzaria Luzzo,Parque das Nações,4.5,893,35 € for two people (approx.),35,Cash and Cards accepted,type1,Casual Dining
O Prédio,Ericeira,-,2,20 € for two people (approx.),20,Cash and Cards accepted,type1,Quick Bites
A Baiuca Alfama,Alfama,-,2,20 € for two people (approx.),20,Cash only,type1,Casual Dining
Snack-Bar O Beco,Paço de Arcos,3.6,20,20 € for two people (approx.),20,Cash and Debit Cards accepted,type1,Casual Dining
Retiro do Caçador,Azeitão,-,2,25 € for two people (approx.),25,Cash and Debit Cards accepted,type1,Casual Dining
Tia Celeste,Pena,3.6,10,20 € for two people (approx.),20,Cash only,type1,Casual Dining
Lídia,Marquês de Pombal,3.6,8,30 € for two people (approx.),30,Cash and Cards accepted,type1,Casual Dining
Cantinho do Sorriso,Beato,-,0,6 € for two people (approx.),6,Cash only,type1,Snack Bar
Queques da Linha,Paço de Arcos,3.1,32,15 € for two people (approx.),15,Cash and Cards accepted,type1,Pastry Shop
Samba Kitchen,Cacilhas,3.7,11,25 € for two people (approx.),25,Cash only,type1,Casual Dining
Jardim da Mina,Mina,-,3,16 € for two people (approx.),16,Cash and Cards accepted,type1,Casual Dining
Iogu,Benfica,4.1,117,10 € for two people (approx.),10,Cash and Cards accepted,type1,Kiosk
GoCool,Arroios,3.3,5,5 € for two people (approx.),5,Cash and Debit Cards accepted,type1,Ice-cream Shop
Luar,Tires,3.3,7,16 € for two people (approx.),16,Cash only,type1,Casual Dining
Forte da Grelha,Tires,-,0,20 € for two people (approx.),20,Cash and Debit Cards accepted,type1,Casual Dining
A Tendinha do Coreto II,Cacém,-,0,20 € for two people (approx.),20,Cash and Debit Cards accepted,type1,Casual Dining
Café Flecha,Campo de Ourique,3.3,2,20 € for two people (approx.),20,Cash only,type1,Casual Dining
Bar Clube de Futebol de Santa Iria,Santa Iria da Azóia,-,2,5 € for two people (approx.),5,Cash only,type1,Snack Bar
Monserrate - Tivoli Sintra,Sintra Centro,3.8,23,60 € for two people (approx.),60,Cash and Cards accepted,type1,Fine Dining
Boh! Italian Grill,Queijas,3.6,11,30 € for two people (approx.),30,Cash and Cards accepted,type1,Casual Dining
Pastelaria Paris,Oeiras e São Julião da Barra,3.8,48,12 € for two people (approx.),12,Cash and Debit Cards accepted,type1,Pastry Shop
Camones CineBar,Graça,3.5,12,20 € for two people (approx.),20,Cash only,type1,Quick Bites
Café Mussulo,Damaia,-,0,8 € for two people (approx.),8,Cash only,type1,Snack Bar
Ghoroa Restaurante Indiano,Mouraria,4.5,897,25 € for two people (approx.),25,Cash and Cards accepted,type1,Casual Dining
Paladar,Arroios,-,1,10 € for two people (approx.),10,Cash only,type1,Snack Bar
Piano Bar - VIP Executive Entrecampos Hotel,Entrecampos,3.4,2,20 € for two people (approx.) with alcohol,20,Cash and Cards accepted,type1,Bar
Café Abel,Restelo,3.1,0,6 € for two people (approx.),6,Cash only,type1,Snack Bar
Kaué,Odivelas Centro,3.4,4,25 € for two people (approx.),25,Cash only,type1,Casual Dining
Mar das Latas • Wine Bar,Ericeira,4.2,117,25 € for two people (approx.) with alcohol,25,Cash only,type1,Wine Bar
Pãozinho da Póvoa,Torres Vedras Centro,-,0,6 € for two people (approx.),6,Cash only,type1,Bakery
Associação Moradores Alto do Moinho,Buraca,-,0,6 € for two people (approx.),6,Cash only,type1,Snack Bar
Só Tentações,Setubal Centro,-,1,10 € for two people (approx.),10,Cash only,type1,Snack Bar
Don Limão Dona Laranja,Telheiras,3.6,72,25 € for two people (approx.),25,Cash and Debit Cards accepted,type1,Casual Dining
Quiosque Nicola,Alfragide,-,0,6 € for two people (approx.),6,Cash only,type1,Café
A Paragem,Benfica,3.4,4,10 € for two people (approx.),10,Cash only,type1,Snack Bar
Doce Creme,Corroios,3.9,79,13 € for two people (approx.),13,Cash only,type1,Pastry Shop
Churrasqueira Catarina,São João das Lampas,-,0,15 € for two people (approx.),15,Cash only,type1,Casual Dining
Leitaria Brasil do Rato,Rato,3.0,2,6 € for two people (approx.),6,Cash and Debit Cards accepted,type1,Casual Dining
Grão de Café,Alvalade,-,1,14 € for two people (approx.),14,Cash and Debit Cards accepted,type1,Snack Bar
Esplanada do Visconde,Cascais Centro,3.1,1,8 € for two people (approx.),8,Cash only,type1,Snack Bar
O Doutor,Mina,-,0,15 € for two people (approx.),15,Cash only,type1,Snack Bar
Café Modesto,Olivais,3.1,5,8 € for two people (approx.),8,Cash only,type1,Snack Bar
Santa Clara dos Cogumelos,Graça,4.5,477,40 € for two people (approx.),40,Cash and Cards accepted,type1,Casual Dining
Rekint & Sabor,Moscavide,3.1,5,15 € for two people (approx.),15,Cash only,type1,Snack Bar
Churrasqueira Somos um Regalo,Sintra Centro,4.0,77,20 € for two people (approx.),20,Cash and Cards accepted,type1,Casual Dining
Clube de Jornalistas,Lapa-Estrela,4.2,136,70 € for two people (approx.),70,Cash and Cards accepted,type1,Casual Dining
Ana's Yellow Burger,Sacavém,-,0,12 € for two people (approx.),12,Cash and Debit Cards accepted,type1,Quick Bites
Pastelaria Pôr do Sol,São Brás,-,2,6 € for two people (approx.),6,Cash only,type1,Pastry Shop
Palad'Arte - Restaurante Peruano,Parede,3.8,22,40 € for two people (approx.),40,Cash only,type1,Casual Dining
O Apeadeiro,Moscavide,3.5,9,10 € for two people (approx.),10,Cash only,type1,Snack Bar
Real Indiana Expo,Parque das Nações,3.9,237,45 € for two people (approx.),45,Cash and Cards accepted,type1,Casual Dining
A Petisqueira,Baixa da Banheira,-,3,30 € for two people (approx.),30,Cash only,type1,Casual Dining
Choupana Caffé,Saldanha,4.3,"4,553",10 € for two people (approx.),10,Cash and Debit Cards accepted,type1,Casual Dining
Cervejaria Lopes,Torre da Marinha,-,0,25 € for two people (approx.),25,Cash only,type1,Casual Dining
Döner Kebab,Carcavelos,3.4,10,10 € for two people (approx.),10,Cash and Debit Cards accepted,type1,Quick Bites
Beira Rio,Santos,3.9,46,15 € for two people (approx.),15,Cash and Debit Cards accepted,type1,Casual Dining
Boa Sorte,São João das Lampas,3.6,25,20 € for two people (approx.),20,Cash and Debit Cards accepted,type1,Casual Dining
Amore Mio,Arroios,3.6,55,30 € for two people (approx.),30,Cash only,type1,Casual Dining
O Esteves,Campo de Ourique,-,0,12 € for two people (approx.),12,Cash only,type1,Snack Bar
Don Croissant,Vila Franca de Xira Centro,-,1,15 € for two people (approx.),15,Cash only,type1,Pastry Shop
besushi,Carcavelos,4.4,448,40 € for two people (approx.),40,Cash and Debit Cards accepted,type1,Casual Dining
Churrasco do Campo,Mem Martins,3.2,1,10 € for two people (approx.),10,Cash and Debit Cards accepted,type1,Casual Dining
Zanzibar,Bobadela,-,2,8 € for two people (approx.),8,Cash only,type1,Snack Bar
Pizzaria O Rafael,Corroios,3.9,55,24 € for two people (approx.),24,Cash only,type1,Casual Dining
Casa dos Frangos de Sacavém,Sacavém,3.5,9,15 € for two people (approx.),15,Cash only,type1,
Biomercado,Saldanha,3.8,93,20 € for two people (approx.),20,Cash and Cards accepted,type1,Quick Bites
Pastelaria Colmeia,Moscavide,-,2,6 € for two people (approx.),6,Cash only,type1,Pastry Shop
Délifrance - Café Gourmet,São Domingos de Benfica,4.0,101,6 € for two people (approx.),6,Cash and Debit Cards accepted,type1,Quick Bites
Segredo do Paladar,Massamá,-,1,25 € for two people (approx.),25,Cash and Debit Cards accepted,type1,Casual Dining
Desalmadamente,Almada Centro,-,0,6 € for two people (approx.),6,Cash and Debit Cards accepted,type1,Pastry Shop
Loja do Café,Queluz,-,0,4 € for two people (approx.),4,Cash only,type1,Pastry Shop
Britus,Ajuda,3.1,17,15 € for two people (approx.),15,Cash and Cards accepted,type1,Casual Dining
Batel do Tejo,Montijo Centro,-,0,6 € for two people (approx.),6,Cash only,type1,Café
Tia Alice,Loures Centro,2.4,41,12 € for two people (approx.),12,Cash and Cards accepted,type1,Food Court
O Tapas,Rato,3.6,11,27 € for two people (approx.),27,Cash only,type1,Casual Dining
Au Rubro Petisqueira & Bar,São Domingos de Rana,3.5,11,15 € for two people (approx.),15,Cash only,type1,Snack Bar
O Camões,Benfica,3.7,41,25 € for two people (approx.),25,Cash and Debit Cards accepted,type1,Casual Dining
"A Mar, A Terra",Alvalade,-,1,8 € for two people (approx.),8,Cash only,type1,Snack Bar
Sabores do Bairro,Alvalade,4.0,86,8 € for two people (approx.),8,Cash and Debit Cards accepted,type1,Pastry Shop
Martinica,Anjos,3.0,0,6 € for two people (approx.),6,Cash only,type1,Snack Bar
M.M.Martim,Vila Franca de Xira Centro,-,2,17 € for two people (approx.),17,Cash and Debit Cards accepted,type1,Casual Dining
Polana,Alvalade,2.8,7,10 € for two people (approx.),10,Cash only,type1,Pastry Shop
Babul,Costa da Caparica,3.5,18,20 € for two people (approx.),20,Cash and Debit Cards accepted,type1,Casual Dining
Bom Prato Restaurante,Porto Salvo,2.8,14,16 € for two people (approx.),16,Cash and Cards accepted,type1,Casual Dining
Solar de Telheiras,Telheiras,3.9,43,30 € for two people (approx.),30,Cash only,type1,Casual Dining
Rapó Tacho,Pinhal Novo,3.3,4,18 € for two people (approx.),18,Cash only,type1,Casual Dining
Biscoito e Douradinha,Alcabideche,-,1,25 € for two people (approx.),25,Cash and Debit Cards accepted,type1,Casual Dining
Salmoura,Alfama,4.1,73,40 € for two people (approx.),40,Cash only,type1,Casual Dining
Fado & Wine,Baixa,3.5,11,25 € for two people (approx.) with alcohol,25,Cash and Cards accepted,type1,Wine Bar
Bar dos Bombeiros,Parede,-,0,6 € for two people (approx.),6,Cash only,type1,Snack Bar
O Quintal,Setubal Centro,3.5,35,40 € for two people (approx.),40,Cash and Cards accepted,type1,Casual Dining
O Pratinho,Mem Martins,3.4,40,15 € for two people (approx.),15,Cash and Debit Cards accepted,type1,Casual Dining
Café Elite,Sintra Centro,3.1,1,8 € for two people (approx.),8,Cash only,type1,Snack Bar
Gos'ti,Odivelas Centro,-,1,13 € for two people (approx.),13,Cash only,type1,Snack Bar
Cervejaria Costa Bar,Pinhal Novo,3.3,9,15 € for two people (approx.),15,Cash only,type1,Snack Bar
Nortenha,Torres Vedras Centro,3.5,6,18 € for two people (approx.),18,Cash and Debit Cards accepted,type1,Pastry Shop
O Brasileirinho,Pontinha,-,0,6 € for two people (approx.),6,Cash only,type1,Snack Bar
Latitude 38,Cais do Sodré,3.6,24,30 € for two people (approx.),30,Cash and Credit Cards accepted,type1,Casual Dining
Bairrazza - Cais do Sodré,Cais do Sodré,3.9,34,16 € for two people (approx.) with alcohol,16,Cash only,type1,Bar
Bar 49 da ZDB,Bairro Alto,3.8,40,15 € for two people (approx.) with alcohol,15,Cash only,type1,Bar
Tio Peppo,Cascais Centro,3.3,4,25 € for two people (approx.),25,Cash and Cards accepted,type1,Casual Dining
Pérola da Torre,Torre da Marinha,-,0,9 € for two people (approx.),9,Cash and Debit Cards accepted,type1,Pastry Shop
Pizza da Casa,São Sebastião,3.2,6,20 € for two people (approx.),20,Cash and Debit Cards accepted,type1,Casual Dining
A Cave,Pontinha,-,1,6 € for two people (approx.),6,Cash only,type1,Snack Bar
Sport Clube Sanjoanense,São João da Talha,-,2,8 € for two people (approx.),8,Cash only,type1,Snack Bar
Taberna 106,Paço de Arcos,3.6,100,30 € for two people (approx.),30,Cash only,type1,Casual Dining
Pizzeria Romana Al Taglio,Baixa,4.2,128,15 € for two people (approx.),15,Cash and Cards accepted,type1,
Gandhi's Garden,Telheiras,3.7,29,12 € for two people (approx.),12,Cash only,type1,Kiosk
Palácio do Mar,Saldanha,3.5,56,25 € for two people (approx.),25,Cash and Debit Cards accepted,type1,Casual Dining
Conversas de Café,Alcochete Centro,2.4,29,12 € for two people (approx.),12,Cash only,type1,Snack Bar
Ponto de Encontro,Corroios,-,0,6 € for two people (approx.),6,Cash and Debit Cards accepted,type1,Pastry Shop
Adega Friagem,Baixa,3.1,1,25 € for two people (approx.),25,Cash and Cards accepted,type1,Casual Dining
Don Gordo,Montijo Centro,-,0,19 € for two people (approx.),19,Cash and Debit Cards accepted,type1,Casual Dining
Bruxa Beer Bar,Sé,3.0,16,20 € for two people (approx.),20,Cash and Debit Cards accepted,type1,Casual Dining
Os Manos,Póvoa de Santo Adrião,-,1,8 € for two people (approx.),8,Cash only,type1,Snack Bar
O Escadinhas,Mina,2.9,6,15 € for two people (approx.),15,Cash only,type1,Casual Dining
Meca,Avenida da Liberdade,3.4,6,14 € for two people (approx.),14,Cash only,type1,Pastry Shop
Pica-Peixe Tires - Restaurante & Marisqueira,Tires,3.9,81,30 € for two people (approx.),30,Cash and Cards accepted,type1,Casual Dining
Paráguas Bar,Santos,3.9,39,20 € for two people (approx.) with alcohol,20,Cash only,type1,Bar
Boteco 87,Santa Iria da Azóia,3.4,10,20 € for two people (approx.) with alcohol,20,Cash and Debit Cards accepted,type1,Bar
Fun Friends n' Fandango,Sesimbra Centro,3.7,22,15 € for two people (approx.) with alcohol,15,Cash and Debit Cards accepted,type1,Bar
Padaria do Luis Marreco,Encarnação,-,0,8 € for two people (approx.),8,Cash only,type1,Bakery
Pastelaria Conde,Santos,3.3,14,6 € for two people (approx.),6,Cash and Debit Cards accepted,type1,Quick Bites
O Fiorde,Tires,3.9,71,40 € for two people (approx.),40,Cash and Cards accepted,type1,Casual Dining
Os Severianos,Campelos-Outeiro da Cabeça,4.0,77,30 € for two people (approx.),30,Cash and Cards accepted,type1,Casual Dining
Pão de Açúcar,Areeiro,3.0,36,25 € for two people (approx.),25,Cash and Cards accepted,type1,Casual Dining
Pastelaria Vina,Pontinha,-,1,10 € for two people (approx.),10,Cash only,type1,Snack Bar
Gourmet - Hotel Cascais Miragem,Cascais Centro,4.1,34,70 € for two people (approx.),70,Cards only,type1,Fine Dining
Luizinho,Mafra Centro,-,0,20 € for two people (approx.),20,Cash only,type1,Quick Bites
Solar do Kadete,Cais do Sodré,3.7,69,25 € for two people (approx.),25,Cash and Debit Cards accepted,type1,Casual Dining
Mangas Bar,Samouco,-,1,12 € for two people (approx.) with alcohol,12,Cash only,type1,Bar
Luar Azul,Casal de Cambra,-,0,6 € for two people (approx.),6,Cash and Debit Cards accepted,type1,Pastry Shop
Olhos Verdes,Mem Martins,3.6,13,8 € for two people (approx.),8,Cash and Debit Cards accepted,type1,Pastry Shop
Dom Fruto,Penha de França,3.3,6,12 € for two people (approx.),12,Cash only,type1,Kiosk
Hug & Flá,Ramada,3.5,12,20 € for two people (approx.),20,Cash and Debit Cards accepted,type1,Casual Dining
Delícia do Mirante,Mina,-,3,8 € for two people (approx.),8,Cash only,type1,Pastry Shop
Klass Bar & Bistro,Paço de Arcos,3.6,46,14 € for two people (approx.) with alcohol,14,Cash and Debit Cards accepted,type1,Bar
Pastelaria Saguim,Alvalade,3.8,43,20 € for two people (approx.),20,Cash and Cards accepted,type1,Casual Dining
Os Arcos,Paço de Arcos,4.1,125,60 € for two people (approx.),60,Cash and Cards accepted,type1,Fine Dining
Dolce Tentazione by Artisani,Algés,3.8,21,15 € for two people (approx.),15,Cash only,type1,Ice-cream Shop
Happy Hour Bar,Laranjeiro,-,0,20 € for two people (approx.) with alcohol,20,Cash only,type1,Bar
Júlio dos Caracóis,Marvila,3.9,459,25 € for two people (approx.),25,Cash and Cards accepted,type1,Casual Dining
O Páteo do Garrett,Sintra Centro,-,0,30 € for two people (approx.),30,Cash and Cards accepted,type1,Casual Dining
Café Brasil,Reboleira,-,0,6 € for two people (approx.),6,Cash only,type1,Snack Bar
Wei Zhong Wei,Olivais,3.5,14,25 € for two people (approx.),25,Cash and Cards accepted,type1,Food Court
Doce Glaciar,Campo de Ourique,3.5,8,8 € for two people (approx.),8,Cash only,type1,Pastry Shop
Time Out Bar,Cais do Sodré,3.6,17,20 € for two people (approx.) with alcohol,20,Cards only,type1,Bar
